TipIgre=Pomagalo=Score=Distance=PozicijaObjekta=Username=VrijemeIgre=Brzina=TipObjekta=PozicijaClicka=StranaPadanjaObjekta=UkupanBrojObjekata=Pogodak=TimeCEST
Anova2=Touch=9=0.2888259=(297.0, 138.9, 0.0)=agizdulich=1.170835=1=mala=(297.3, 138.9, 0.0)=Desno=1=Da=1/29/2018 4:57:19 PM
Anova2=Touch=15=0.4371746=(297.0, 139.4, 0.0)=agizdulich=2.082322=1=srednja=(297.4, 139.5, 0.0)=Desno=2=Da=1/29/2018 4:57:20 PM
Anova2=Touch=18=0.7634622=(297.0, 139.5, 0.0)=agizdulich=2.929329=1=velika=(296.2, 139.4, 0.0)=Desno=3=Da=1/29/2018 4:57:22 PM
